epoch,accuracy,loss,lr,precision,recall,sensitivity,specificity,val_accuracy,val_loss,val_precision,val_recall,val_sensitivity,val_specificity
0,0.6666666865348816,7.240927219390869,1e-04,0.663551390171051,0.6574074029922485,0.6574073433876038,0.8333333134651184,0.5185185074806213,1.7044142484664917,0.5185185074806213,0.5185185074806213,0.5185185074806213,0.7592592835426331
1,0.8703703880310059,1.9643943309783936,1e-04,0.8703703880310059,0.8703703880310059,0.8703703284263611,0.9351851940155029,0.3333333432674408,7.0692620277404785,0.3333333432674408,0.3333333432674408,0.333333283662796,0.6666666865348816
2,0.8981481194496155,3.6142306327819824,1e-04,0.8981481194496155,0.8981481194496155,0.8981480598449707,0.9490740895271301,0.25925925374031067,13.57791519165039,0.25925925374031067,0.25925925374031067,0.25925925374031067,0.6296296119689941
3,1.0,1.698537562333513e-05,1e-04,1.0,1.0,0.9999999403953552,1.0,0.6666666865348816,5.843621253967285,0.6666666865348816,0.6666666865348816,0.666666567325592,0.8333333134651184
4,0.9814814925193787,0.6906265020370483,1e-04,0.9814814925193787,0.9814814925193787,0.9814814329147339,0.9907407164573669,0.9629629850387573,2.2203879356384277,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
5,0.9629629850387573,1.6062639951705933,1e-04,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787,0.8888888955116272,3.0191738605499268,0.8888888955116272,0.8888888955116272,0.8888888359069824,0.9444444179534912
6,0.9814814925193787,0.16739176213741302,1e-04,0.9814814925193787,0.9814814925193787,0.9814814329147339,0.9907407164573669,0.8148148059844971,13.006020545959473,0.8148148059844971,0.8148148059844971,0.8148147463798523,0.9074074029922485
7,0.9722222089767456,1.2792212963104248,5e-05,0.9722222089767456,0.9722222089767456,0.9722221493721008,0.9861111044883728,0.8888888955116272,1.4195364713668823,0.8888888955116272,0.8888888955116272,0.8888888359069824,0.9444444179534912
8,0.9907407164573669,0.11855185776948929,5e-05,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,1.0,0.00017016885976772755,1.0,1.0,0.9999999403953552,1.0
9,1.0,0.0,5e-05,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,0.5047433972358704,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
10,0.9907407164573669,0.17346101999282837,2.5e-05,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,0.9629629850387573,1.0274454355239868,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
11,1.0,1.2639695341931656e-05,2.5e-05,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,0.6354008316993713,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
12,1.0,0.004861431196331978,2.5e-05,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.200518250465393,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
13,1.0,0.0,1.25e-05,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.1565579175949097,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
14,0.9907407164573669,0.0320979543030262,1.25e-05,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,0.9629629850387573,1.1338011026382446,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
15,1.0,3.090606170985666e-08,1.25e-05,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.4165513515472412,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
16,0.9907407164573669,0.15659549832344055,6.25e-06,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,0.9629629850387573,1.542651653289795,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
17,1.0,8.168025544819102e-08,6.25e-06,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.5290006399154663,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
18,1.0,0.0,6.25e-06,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.5318145751953125,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
19,1.0,0.0,3.125e-06,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.5329170227050781,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
20,1.0,0.0,3.125e-06,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.5287224054336548,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
21,1.0,0.0,3.125e-06,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.5321749448776245,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
22,1.0,2.901408606703626e-06,1.5625e-06,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.5312695503234863,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
23,1.0,0.0,1.5625e-06,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.525911808013916,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
24,1.0,0.0,1.5625e-06,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.538764476776123,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
25,1.0,0.0,1e-06,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.5364065170288086,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
26,0.9907407164573669,0.02713007666170597,1e-06,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,0.9629629850387573,1.5220541954040527,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
27,1.0,0.0,1e-06,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.5078163146972656,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
28,1.0,0.0,1e-06,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,1.5013083219528198,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
