epoch,accuracy,loss,lr,precision_5,recall_5,sensitivity,specificity,val_accuracy,val_loss,val_precision_5,val_recall_5,val_sensitivity,val_specificity
0,0.6851851940155029,4.981982231140137,1e-04,0.6851851940155029,0.6851851940155029,0.6851851344108582,0.8425925970077515,0.25925925374031067,3.0818119049072266,0.25925925374031067,0.25925925374031067,0.25925925374031067,0.6296296119689941
1,0.8981481194496155,2.227701425552368,1e-04,0.8981481194496155,0.8981481194496155,0.8981480598449707,0.9490740895271301,0.25925925374031067,12.923595428466797,0.25925925374031067,0.25925925374031067,0.25925925374031067,0.6296296119689941
2,0.9722222089767456,0.10667215287685394,1e-04,0.9722222089767456,0.9722222089767456,0.9722221493721008,0.9861111044883728,0.25925925374031067,15.035327911376953,0.25925925374031067,0.25925925374031067,0.25925925374031067,0.6296296119689941
3,0.8796296119689941,3.887751579284668,1e-04,0.8796296119689941,0.8796296119689941,0.8796295523643494,0.9398148059844971,0.9629629850387573,1.3614091873168945,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
4,0.9259259104728699,1.362255334854126,1e-04,0.9259259104728699,0.9259259104728699,0.9259258508682251,0.9629629850387573,1.0,3.641598596004769e-05,1.0,1.0,0.9999999403953552,1.0
5,0.9722222089767456,0.9777256846427917,1e-04,0.9722222089767456,0.9722222089767456,0.9722221493721008,0.9861111044883728,0.9629629850387573,1.3178293704986572,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
6,0.9814814925193787,0.11193383485078812,5e-05,0.9814814925193787,0.9814814925193787,0.9814814329147339,0.9907407164573669,0.9629629850387573,0.3820357024669647,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
7,0.9814814925193787,0.1721559315919876,5e-05,0.9814814925193787,0.9814814925193787,0.9814814329147339,0.9907407164573669,0.9629629850387573,3.29738187789917,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
8,0.9814814925193787,0.5544423460960388,5e-05,0.9814814925193787,0.9814814925193787,0.9814814329147339,0.9907407164573669,0.8888888955116272,5.06406831741333,0.8888888955116272,0.8888888955116272,0.8888888359069824,0.9444444179534912
9,0.9814814925193787,0.25512459874153137,5e-05,0.9814814925193787,0.9814814925193787,0.9814814329147339,0.9907407164573669,1.0,9.147939999820665e-05,1.0,1.0,0.9999999403953552,1.0
10,0.9907407164573669,0.04985799267888069,2.5e-05,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,0.9629629850387573,1.3167418241500854,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
11,0.9907407164573669,0.1392427235841751,2.5e-05,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,0.9629629850387573,1.227847933769226,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
12,0.9907407164573669,0.08059116452932358,2.5e-05,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,0.9629629850387573,2.0893452167510986,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
